simulacrum,rc,context
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/purificationOfTheMind,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/puritanism,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/religion,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/revelation,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/sagittarius,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/sanctification,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/science,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/sincerity,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/south,https://w3id.org/simulation/data/kalmyk
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/spirituality,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/spring,https://w3id.org/simulation/data/chinese
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/steadiness,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theArchangelZadkiel,https://w3id.org/simulation/data/kabalistic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theCrown,https://w3id.org/simulation/data/masonic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theHeavens,https://w3id.org/simulation/data/chinese
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theRepublicanParty,https://w3id.org/simulation/data/american
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theSpirit,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theSubconscious,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theTemple,https://w3id.org/simulation/data/masonic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theTrinity,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/theVirginMary,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/thought,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/tranquility,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/transcendentWisdom,https://w3id.org/simulation/data/tibetan
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/water,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/west,https://w3id.org/simulation/data/pueblo
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/wood,https://w3id.org/simulation/data/chinese
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/worldlyLove,https://w3id.org/simulation/data/middleAges
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/zeusJupiter,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/adelanteFraternity,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/augustine,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/bernardOfClairvaux,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/bonaventure,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/chastity,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/chastity,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/eternity,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/eternity,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/faith,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/faith,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/heaven,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/heaven,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/humility,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/humility,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/loyalty,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/aFormOfTeshub,https://w3id.org/simulation/data/hittite
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/aFormOfTheLunarGodSin,https://w3id.org/simulation/data/sumeroSemitic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/aMan20To30YearsOfAge,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/apis,https://w3id.org/simulation/data/egyptian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/apisDeity,https://w3id.org/simulation/data/egyptian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/bata,https://w3id.org/simulation/data/egyptian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/divinePowerAndStrength,https://w3id.org/simulation/data/celtic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/elDeity,https://w3id.org/simulation/data/canaanite
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/fertilizingPower,https://w3id.org/simulation/data/sumeroSemitic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/gugalanna,https://w3id.org/simulation/data/mesopotamian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/hoax,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/lifeThroughDeath,https://w3id.org/simulation/data/mithraic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/linkedWithHeavenDeathSacrifice,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/maleSexualDesireImpulsivity,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/mnevis,https://w3id.org/simulation/data/egyptian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/oneOfTheAnimalsOfTheTwelveTerrestrialBranches,https://w3id.org/simulation/data/chinese
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/passivePower,https://w3id.org/simulation/data/egyptian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/rishabhanatha,https://w3id.org/simulation/data/jain
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/risingPricesOrOptimismOnTheStockMarket,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/sacredToFreyja,https://w3id.org/simulation/data/norse
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/sacredToRa,https://w3id.org/simulation/data/egyptian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/simandhara,https://w3id.org/simulation/data/jain
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/soulOfTheWorld,https://w3id.org/simulation/data/persian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/steedOfAshur,https://w3id.org/simulation/data/assyrian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/steedOfRammanAdad,https://w3id.org/simulation/data/sumeroSemitic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/sunTheCreativeResurgenceOfSpring,https://w3id.org/simulation/data/zodiacal
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theFirstAnimalCreatedAndTheGermOfAllLaterCreation,https://w3id.org/simulation/data/zoroastrian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theGreatGod,https://w3id.org/simulation/data/minoan
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theMightOfGod,https://w3id.org/simulation/data/jewish
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theMinotaur,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theMoonAndTheFertilityOfRainClouds,https://w3id.org/simulation/data/persian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theMoralSelf,https://w3id.org/simulation/data/buddhist
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theProcreativePowerOfNature,https://w3id.org/simulation/data/hindu
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theReproductiveForceOfNature,https://w3id.org/simulation/data/minoan
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theSolarGod,https://w3id.org/simulation/data/mithraic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theUnleashingOfViolence,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/theZodiacalYear,https://w3id.org/simulation/data/sumeroSemitic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/usuallyTheMasculinePrincipleInNatureAndConnectedWithTheSolarButItAlsoCanSymbolizeTheEarthAndBeConnectedWithTheLunar,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/victoryOverManSAnimalNature,https://w3id.org/simulation/data/mithraic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/worldBearer,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/yamaAlsoShownAsAManWithABullHead,https://w3id.org/simulation/data/buddhist
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/clio,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/knowledge,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/magic,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/mercy,https://w3id.org/simulation/data/islamic
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/prophets,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/scholarship,https://w3id.org/simulation/data/chinese
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/ssAnne,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/teaching,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/theApostles,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/theArchangelUriel,https://w3id.org/simulation/data/jewish
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/theKoran,https://w3id.org/simulation/data/islamic
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/theSibyls,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/theUniverse,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/thomasAquinas,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/truth,https://w3id.org/simulation/data/islamic
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/virtues,https://w3id.org/simulation/data/jewish
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/wisdom,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/wisdom,https://w3id.org/simulation/data/japanese
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/agni,https://w3id.org/simulation/data/hindu
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/ambrose,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/aphroditeVenus,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/aresMars,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/ariadne,https://w3id.org/simulation/data/greek
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/bravery,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/bruteForce,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/bruteStrength,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/dionysus,https://w3id.org/simulation/data/greek
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/dionysusBacchus,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/dyaus,https://w3id.org/simulation/data/hindu
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/earthquakes,https://w3id.org/simulation/data/minoan
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/el,https://w3id.org/simulation/data/sumeroSemitic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/enlil,https://w3id.org/simulation/data/babylonian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/europa,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/ezekiel,https://w3id.org/simulation/data/jewish
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/falsehood,https://w3id.org/simulation/data/american
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/fortitude,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/geb,https://w3id.org/simulation/data/egyptian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/generosity,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/gilgamesh,https://w3id.org/simulation/data/mesopotamian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/hadad,https://w3id.org/simulation/data/mesopotamian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/indra,https://w3id.org/simulation/data/hindu
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/lightning,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/magnanimity,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/nut,https://w3id.org/simulation/data/egyptian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/ormuzd,https://w3id.org/simulation/data/gnostic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/patience,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/peace,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/poseidon,https://w3id.org/simulation/data/greek
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/rain,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/rudra,https://w3id.org/simulation/data/hindu
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/selene,https://w3id.org/simulation/data/greek
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/selfDenial,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/servility,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/sinMythology,https://w3id.org/simulation/data/mesopotamian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/skyGods,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/speed,https://w3id.org/simulation/data/hindu
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/ssSylvester,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/bull,https://w3id.org/simulation/data/stJohn,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/theBible,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/theBible,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/book,https://w3id.org/simulation/data/fukurokujiu,https://w3id.org/simulation/data/japanese
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/aDifficulty,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/aLunarPower,https://w3id.org/simulation/data/celtic
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/ancestorOfTheRace,https://w3id.org/simulation/data/ainu
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/ancestorOfTheRace,https://w3id.org/simulation/data/uralAltaic
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/arcasKallistoCallisto,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/aWretchedDisgustingCreature,https://w3id.org/simulation/data/islamic
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/berne,https://w3id.org/simulation/data/celtic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/baptismByWater,https://w3id.org/simulation/data/gnostic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/bards,https://w3id.org/simulation/data/celtic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/bards,https://w3id.org/simulation/data/druidic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/bearingHolyWitness,https://w3id.org/simulation/data/buddhist
https://w3id.org/simulation/data/threeGraces,https://w3id.org/simulation/data/bestowersOfBeautyAndCharm,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/carnalAppetite,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/companionOfArtemisDiana,https://w3id.org/simulation/data/grecoRoman
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/crueltyGreed,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/dangerOfTheUnconscious,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/ferocityInTheProtectionOfOneSKindred,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/florentinus,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/friendOfMankind,https://w3id.org/simulation/data/russian
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/grandfatherOfTheRace,https://w3id.org/simulation/data/algonquin
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/guardianOfTheEast,https://w3id.org/simulation/data/siouan
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/heraldOfTheBirthOfABoy,https://w3id.org/simulation/data/chinese
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/lambdaLambdaLambda,https://w3id.org/simulation/data/heraldic
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/maximus,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/messengerOfTheForestSpirits,https://w3id.org/simulation/data/uralAltaic
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/mountainGod,https://w3id.org/simulation/data/ainu
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/pessimismOrDecliningPricesOnTheStockMarket,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/primaryPhaseOfDevelopment,https://w3id.org/simulation/data/alchemic
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/ssBlandina,https://w3id.org/simulation/data/christian
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/theKingdomOfPersia,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/theKingdomOfPersia,https://w3id.org/simulation/data/jewish
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/theSheBearAtlaWasTheFemininePrincipleAndTheHeBearAtliWasTheMasculinePrinciple,https://w3id.org/simulation/data/norse
https://w3id.org/simulation/data/bear,https://w3id.org/simulation/data/theWarriorCaste,https://w3id.org/simulation/data/celtic
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/candor,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/coolness,https://w3id.org/simulation/data/generalOrUnknown
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/defeatOfAnEnemy,https://w3id.org/simulation/data/mayan
https://w3id.org/simulation/data/blue,https://w3id.org/simulation/data/haven,https://w3id.org/simulation/data/masonic
